alphabet,dim,size,k,n_atoms,n_buckets,mean_bucket_size,max_bucket_size,atom_collision_rate,bucket_collision_rate
box,625,20,2,20,4,5.0,7,1.0,1.0
box,625,20,4,20,11,1.82,4,0.7,0.4545
box,625,20,8,20,19,1.05,2,0.1,0.05263
box,625,20,16,20,20,1.0,1,0.0,0.0
box,625,20,32,20,20,1.0,1,0.0,0.0
box,625,20,64,20,20,1.0,1,0.0,0.0
box,625,20,625,20,20,1.0,1,0.0,0.0
box,625,50,1,50,2,25.0,26,1.0,1.0
box,625,50,2,50,4,12.5,16,1.0,1.0
box,625,50,4,50,16,3.12,7,0.94,0.8125
box,625,50,8,50,43,1.16,2,0.28,0.1628
box,625,50,16,50,50,1.0,1,0.0,0.0
box,625,50,32,50,50,1.0,1,0.0,0.0
box,625,50,64,50,50,1.0,1,0.0,0.0
box,625,50,625,50,50,1.0,1,0.0,0.0
box,625,100,1,100,2,50.0,50,1.0,1.0
box,625,100,2,100,4,25.0,31,1.0,1.0
box,625,100,4,100,16,6.25,11,1.0,1.0
box,625,100,8,100,82,1.22,3,0.34,0.1951
box,625,100,16,100,100,1.0,1,0.0,0.0
box,625,100,32,100,100,1.0,1,0.0,0.0
box,625,100,64,100,100,1.0,1,0.0,0.0
box,625,100,625,100,100,1.0,1,0.0,0.0
box,625,158,1,158,2,79.0,81,1.0,1.0
box,625,158,2,158,4,39.5,44,1.0,1.0
box,625,158,4,158,16,9.88,18,1.0,1.0
box,625,158,8,158,116,1.36,5,0.4747,0.2845
box,625,158,16,158,158,1.0,1,0.0,0.0
box,625,158,32,158,158,1.0,1,0.0,0.0
box,625,158,64,158,158,1.0,1,0.0,0.0
box,625,158,625,158,158,1.0,1,0.0,0.0
box,625,200,1,200,2,100.0,102,1.0,1.0
box,625,200,2,200,4,50.0,58,1.0,1.0
box,625,200,4,200,16,12.5,22,1.0,1.0
box,625,200,8,200,140,1.43,5,0.53,0.3286
box,625,200,16,200,200,1.0,1,0.0,0.0
box,625,200,32,200,200,1.0,1,0.0,0.0
box,625,200,64,200,200,1.0,1,0.0,0.0
box,625,200,625,200,200,1.0,1,0.0,0.0
box,625,300,1,300,2,150.0,158,1.0,1.0
box,625,300,2,300,4,75.0,88,1.0,1.0
box,625,300,4,300,16,18.75,27,1.0,1.0
box,625,300,8,300,182,1.65,5,0.67,0.456
box,625,300,16,300,300,1.0,1,0.0,0.0
box,625,300,32,300,300,1.0,1,0.0,0.0
box,625,300,64,300,300,1.0,1,0.0,0.0
box,625,300,625,300,300,1.0,1,0.0,0.0
box,625,389,1,389,2,194.5,201,1.0,1.0
box,625,389,2,389,4,97.25,104,1.0,1.0
box,625,389,4,389,16,24.31,34,1.0,1.0
box,625,389,8,389,205,1.9,6,0.7789,0.5805
box,625,389,16,389,389,1.0,1,0.0,0.0
box,625,389,32,389,389,1.0,1,0.0,0.0
box,625,389,64,389,389,1.0,1,0.0,0.0
box,625,389,625,389,389,1.0,1,0.0,0.0
box,625,500,1,500,2,250.0,266,1.0,1.0
box,625,500,2,500,4,125.0,136,1.0,1.0
box,625,500,4,500,16,31.25,43,1.0,1.0
box,625,500,8,500,228,2.19,7,0.838,0.6447
box,625,500,16,500,499,1.0,2,0.004,0.002004
box,625,500,32,500,500,1.0,1,0.0,0.0
box,625,500,64,500,500,1.0,1,0.0,0.0
box,625,500,625,500,500,1.0,1,0.0,0.0
box,625,750,1,750,2,375.0,392,1.0,1.0
box,625,750,2,750,4,187.5,198,1.0,1.0
box,625,750,4,750,16,46.88,62,1.0,1.0
box,625,750,8,750,245,3.06,7,0.948,0.8408
box,625,750,16,750,747,1.0,2,0.008,0.004016
box,625,750,32,750,750,1.0,1,0.0,0.0
box,625,750,64,750,750,1.0,1,0.0,0.0
box,625,750,625,750,750,1.0,1,0.0,0.0
box,625,1000,1,1000,2,500.0,528,1.0,1.0
box,625,1000,2,1000,4,250.0,273,1.0,1.0
box,625,1000,4,1000,16,62.5,76,1.0,1.0
box,625,1000,8,1000,253,3.95,9,0.981,0.9249
box,625,1000,16,1000,994,1.01,2,0.012,0.006036
box,625,1000,32,1000,1000,1.0,1,0.0,0.0
box,625,1000,64,1000,1000,1.0,1,0.0,0.0
box,625,1000,625,1000,1000,1.0,1,0.0,0.0
box,625,1500,1,1500,2,750.0,781,1.0,1.0
box,625,1500,2,1500,4,375.0,410,1.0,1.0
box,625,1500,4,1500,16,93.75,109,1.0,1.0
box,625,1500,8,1500,256,5.86,13,0.9987,0.9922
box,625,1500,16,1500,1484,1.01,2,0.02133,0.01078
box,625,1500,32,1500,1500,1.0,1,0.0,0.0
box,625,1500,64,1500,1500,1.0,1,0.0,0.0
box,625,1500,625,1500,1500,1.0,1,0.0,0.0
box,625,2000,1,2000,2,1000.0,1025,1.0,1.0
box,625,2000,2,2000,4,500.0,548,1.0,1.0
box,625,2000,4,2000,16,125.0,145,1.0,1.0
box,625,2000,8,2000,256,7.81,18,0.9995,0.9961
box,625,2000,16,2000,1971,1.01,2,0.029,0.01471
box,625,2000,32,2000,2000,1.0,1,0.0,0.0
box,625,2000,64,2000,2000,1.0,1,0.0,0.0
box,625,2000,625,2000,2000,1.0,1,0.0,0.0
box,3600,1,1,1,1,1.0,1,0.0,0.0
box,3600,1,2,1,1,1.0,1,0.0,0.0
box,3600,1,4,1,1,1.0,1,0.0,0.0
box,3600,1,8,1,1,1.0,1,0.0,0.0
box,3600,1,16,1,1,1.0,1,0.0,0.0
box,3600,1,32,1,1,1.0,1,0.0,0.0
box,3600,1,64,1,1,1.0,1,0.0,0.0
box,3600,1,3600,1,1,1.0,1,0.0,0.0
box,3600,2,1,2,2,1.0,1,0.0,0.0
box,3600,2,2,2,2,1.0,1,0.0,0.0
box,3600,2,4,2,2,1.0,1,0.0,0.0
box,3600,2,8,2,2,1.0,1,0.0,0.0
box,3600,2,16,2,2,1.0,1,0.0,0.0
box,3600,2,32,2,2,1.0,1,0.0,0.0
box,3600,2,64,2,2,1.0,1,0.0,0.0
box,3600,2,3600,2,2,1.0,1,0.0,0.0
box,3600,5,1,5,2,2.5,3,1.0,1.0
box,3600,5,2,5,3,1.67,2,0.8,0.6667
box,3600,5,4,5,4,1.25,2,0.4,0.25
box,3600,5,8,5,5,1.0,1,0.0,0.0
box,3600,5,16,5,5,1.0,1,0.0,0.0
box,3600,5,32,5,5,1.0,1,0.0,0.0
box,3600,5,64,5,5,1.0,1,0.0,0.0
box,3600,5,3600,5,5,1.0,1,0.0,0.0
box,3600,10,1,10,2,5.0,6,1.0,1.0
box,3600,10,2,10,4,2.5,5,0.9,0.75
box,3600,10,4,10,8,1.25,2,0.4,0.25
box,3600,10,8,10,10,1.0,1,0.0,0.0
box,3600,10,16,10,10,1.0,1,0.0,0.0
box,3600,10,32,10,10,1.0,1,0.0,0.0
box,3600,10,64,10,10,1.0,1,0.0,0.0
box,3600,10,3600,10,10,1.0,1,0.0,0.0
box,3600,20,1,20,2,10.0,12,1.0,1.0
box,3600,20,2,20,4,5.0,6,1.0,1.0
box,3600,20,4,20,14,1.43,3,0.55,0.3571
box,3600,20,8,20,20,1.0,1,0.0,0.0
box,3600,20,16,20,20,1.0,1,0.0,0.0
box,3600,20,32,20,20,1.0,1,0.0,0.0
box,3600,20,64,20,20,1.0,1,0.0,0.0
box,3600,20,3600,20,20,1.0,1,0.0,0.0
box,3600,50,1,50,2,25.0,28,1.0,1.0
box,3600,50,2,50,4,12.5,15,1.0,1.0
box,3600,50,4,50,16,3.12,7,0.94,0.8125
box,3600,50,8,50,48,1.04,2,0.08,0.04167
box,3600,50,16,50,50,1.0,1,0.0,0.0
box,3600,50,32,50,50,1.0,1,0.0,0.0
box,3600,50,64,50,50,1.0,1,0.0,0.0
box,3600,50,3600,50,50,1.0,1,0.0,0.0
box,3600,100,1,100,2,50.0,54,1.0,1.0
box,3600,100,2,100,4,25.0,34,1.0,1.0
box,3600,100,4,100,16,6.25,11,1.0,1.0
box,3600,100,8,100,87,1.15,3,0.25,0.1379
box,3600,100,16,100,100,1.0,1,0.0,0.0
box,3600,100,32,100,100,1.0,1,0.0,0.0
box,3600,100,64,100,100,1.0,1,0.0,0.0
box,3600,100,3600,100,100,1.0,1,0.0,0.0
box,3600,158,1,158,2,79.0,81,1.0,1.0
box,3600,158,2,158,4,39.5,47,1.0,1.0
box,3600,158,4,158,16,9.88,15,1.0,1.0
box,3600,158,8,158,122,1.3,3,0.4241,0.2541
box,3600,158,16,158,158,1.0,1,0.0,0.0
box,3600,158,32,158,158,1.0,1,0.0,0.0
box,3600,158,64,158,158,1.0,1,0.0,0.0
box,3600,158,3600,158,158,1.0,1,0.0,0.0
box,3600,200,1,200,2,100.0,106,1.0,1.0
box,3600,200,2,200,4,50.0,58,1.0,1.0
box,3600,200,4,200,16,12.5,20,1.0,1.0
box,3600,200,8,200,140,1.43,4,0.54,0.3429
box,3600,200,16,200,200,1.0,1,0.0,0.0
box,3600,200,32,200,200,1.0,1,0.0,0.0
box,3600,200,64,200,200,1.0,1,0.0,0.0
box,3600,200,3600,200,200,1.0,1,0.0,0.0
box,3600,300,1,300,2,150.0,155,1.0,1.0
box,3600,300,2,300,4,75.0,85,1.0,1.0
box,3600,300,4,300,16,18.75,29,1.0,1.0
box,3600,300,8,300,178,1.69,5,0.69,0.4775
box,3600,300,16,300,300,1.0,1,0.0,0.0
box,3600,300,32,300,300,1.0,1,0.0,0.0
box,3600,300,64,300,300,1.0,1,0.0,0.0
box,3600,300,3600,300,300,1.0,1,0.0,0.0
box,3600,389,1,389,2,194.5,201,1.0,1.0
box,3600,389,2,389,4,97.25,105,1.0,1.0
box,3600,389,4,389,16,24.31,35,1.0,1.0
box,3600,389,8,389,199,1.95,6,0.7969,0.603
box,3600,389,16,389,386,1.01,2,0.01542,0.007772
box,3600,389,32,389,389,1.0,1,0.0,0.0
box,3600,389,64,389,389,1.0,1,0.0,0.0
box,3600,389,3600,389,389,1.0,1,0.0,0.0
box,3600,500,1,500,2,250.0,251,1.0,1.0
box,3600,500,2,500,4,125.0,132,1.0,1.0
box,3600,500,4,500,16,31.25,39,1.0,1.0
box,3600,500,8,500,216,2.31,6,0.87,0.6991
box,3600,500,16,500,497,1.01,2,0.012,0.006036
box,3600,500,32,500,500,1.0,1,0.0,0.0
box,3600,500,64,500,500,1.0,1,0.0,0.0
box,3600,500,3600,500,500,1.0,1,0.0,0.0
box,3600,750,1,750,2,375.0,381,1.0,1.0
box,3600,750,2,750,4,187.5,201,1.0,1.0
box,3600,750,4,750,16,46.88,61,1.0,1.0
box,3600,750,8,750,241,3.11,8,0.9413,0.8174
box,3600,750,16,750,743,1.01,2,0.01867,0.009421
box,3600,750,32,750,750,1.0,1,0.0,0.0
box,3600,750,64,750,750,1.0,1,0.0,0.0
box,3600,750,3600,750,750,1.0,1,0.0,0.0
box,3600,1000,1,1000,2,500.0,515,1.0,1.0
box,3600,1000,2,1000,4,250.0,259,1.0,1.0
box,3600,1000,4,1000,16,62.5,79,1.0,1.0
box,3600,1000,8,1000,252,3.97,10,0.981,0.9246
box,3600,1000,16,1000,988,1.01,2,0.024,0.01215
box,3600,1000,32,1000,1000,1.0,1,0.0,0.0
box,3600,1000,64,1000,1000,1.0,1,0.0,0.0
box,3600,1000,3600,1000,1000,1.0,1,0.0,0.0
box,3600,1500,1,1500,2,750.0,773,1.0,1.0
box,3600,1500,2,1500,4,375.0,395,1.0,1.0
box,3600,1500,4,1500,16,93.75,112,1.0,1.0
box,3600,1500,8,1500,255,5.88,19,0.9953,0.9725
box,3600,1500,16,1500,1478,1.01,2,0.02933,0.01488
box,3600,1500,32,1500,1500,1.0,1,0.0,0.0
box,3600,1500,64,1500,1500,1.0,1,0.0,0.0
box,3600,1500,3600,1500,1500,1.0,1,0.0,0.0
box,3600,2000,1,2000,2,1000.0,1025,1.0,1.0
box,3600,2000,2,2000,4,500.0,530,1.0,1.0
box,3600,2000,4,2000,16,125.0,145,1.0,1.0
box,3600,2000,8,2000,256,7.81,21,0.9995,0.9961
box,3600,2000,16,2000,1970,1.02,2,0.03,0.01523
box,3600,2000,32,2000,2000,1.0,1,0.0,0.0
box,3600,2000,64,2000,2000,1.0,1,0.0,0.0
box,3600,2000,3600,2000,2000,1.0,1,0.0,0.0
box,3000,1,1,1,1,1.0,1,0.0,0.0
box,3000,1,2,1,1,1.0,1,0.0,0.0
box,3000,1,4,1,1,1.0,1,0.0,0.0
box,3000,1,8,1,1,1.0,1,0.0,0.0
box,3000,1,16,1,1,1.0,1,0.0,0.0
box,3000,1,32,1,1,1.0,1,0.0,0.0
box,3000,1,64,1,1,1.0,1,0.0,0.0
box,3000,1,3000,1,1,1.0,1,0.0,0.0
box,3000,2,1,2,1,2.0,2,1.0,1.0
box,3000,2,2,2,1,2.0,2,1.0,1.0
box,3000,2,4,2,2,1.0,1,0.0,0.0
box,3000,2,8,2,2,1.0,1,0.0,0.0
box,3000,2,16,2,2,1.0,1,0.0,0.0
box,3000,2,32,2,2,1.0,1,0.0,0.0
box,3000,2,64,2,2,1.0,1,0.0,0.0
box,3000,2,3000,2,2,1.0,1,0.0,0.0
box,3000,5,1,5,2,2.5,3,1.0,1.0
box,3000,5,2,5,3,1.67,2,0.8,0.6667
box,3000,5,4,5,4,1.25,2,0.4,0.25
box,3000,5,8,5,5,1.0,1,0.0,0.0
box,3000,5,16,5,5,1.0,1,0.0,0.0
box,3000,5,32,5,5,1.0,1,0.0,0.0
box,3000,5,64,5,5,1.0,1,0.0,0.0
box,3000,5,3000,5,5,1.0,1,0.0,0.0
box,3000,10,1,10,2,5.0,5,1.0,1.0
box,3000,10,2,10,3,3.33,5,1.0,1.0
box,3000,10,4,10,8,1.25,2,0.4,0.25
box,3000,10,8,10,10,1.0,1,0.0,0.0
box,3000,10,16,10,10,1.0,1,0.0,0.0
box,3000,10,32,10,10,1.0,1,0.0,0.0
box,3000,10,64,10,10,1.0,1,0.0,0.0
box,3000,10,3000,10,10,1.0,1,0.0,0.0
box,3000,20,1,20,2,10.0,11,1.0,1.0
box,3000,20,2,20,4,5.0,7,1.0,1.0
box,3000,20,4,20,12,1.67,3,0.75,0.5833
box,3000,20,8,20,19,1.05,2,0.1,0.05263
box,3000,20,16,20,20,1.0,1,0.0,0.0
box,3000,20,32,20,20,1.0,1,0.0,0.0
box,3000,20,64,20,20,1.0,1,0.0,0.0
box,3000,20,3000,20,20,1.0,1,0.0,0.0
box,3000,50,1,50,2,25.0,26,1.0,1.0
box,3000,50,2,50,4,12.5,14,1.0,1.0
box,3000,50,4,50,16,3.12,7,0.96,0.875
box,3000,50,8,50,47,1.06,2,0.12,0.06383
box,3000,50,16,50,50,1.0,1,0.0,0.0
box,3000,50,32,50,50,1.0,1,0.0,0.0
box,3000,50,64,50,50,1.0,1,0.0,0.0
box,3000,50,3000,50,50,1.0,1,0.0,0.0
box,3000,100,1,100,2,50.0,52,1.0,1.0
box,3000,100,2,100,4,25.0,32,1.0,1.0
box,3000,100,4,100,16,6.25,11,1.0,1.0
box,3000,100,8,100,85,1.18,3,0.27,0.1412
box,3000,100,16,100,100,1.0,1,0.0,0.0
box,3000,100,32,100,100,1.0,1,0.0,0.0
box,3000,100,64,100,100,1.0,1,0.0,0.0
box,3000,100,3000,100,100,1.0,1,0.0,0.0
box,3000,158,1,158,2,79.0,79,1.0,1.0
box,3000,158,2,158,4,39.5,43,1.0,1.0
box,3000,158,4,158,16,9.88,15,1.0,1.0
box,3000,158,8,158,123,1.28,3,0.4114,0.2439
box,3000,158,16,158,158,1.0,1,0.0,0.0
box,3000,158,32,158,158,1.0,1,0.0,0.0
box,3000,158,64,158,158,1.0,1,0.0,0.0
box,3000,158,3000,158,158,1.0,1,0.0,0.0
box,3000,200,1,200,2,100.0,104,1.0,1.0
box,3000,200,2,200,4,50.0,53,1.0,1.0
box,3000,200,4,200,16,12.5,18,1.0,1.0
box,3000,200,8,200,150,1.33,4,0.455,0.2733
box,3000,200,16,200,200,1.0,1,0.0,0.0
box,3000,200,32,200,200,1.0,1,0.0,0.0
box,3000,200,64,200,200,1.0,1,0.0,0.0
box,3000,200,3000,200,200,1.0,1,0.0,0.0
box,3000,300,1,300,2,150.0,158,1.0,1.0
box,3000,300,2,300,4,75.0,80,1.0,1.0
box,3000,300,4,300,16,18.75,27,1.0,1.0
box,3000,300,8,300,180,1.67,5,0.6767,0.4611
box,3000,300,16,300,299,1.0,2,0.006667,0.003344
box,3000,300,32,300,300,1.0,1,0.0,0.0
box,3000,300,64,300,300,1.0,1,0.0,0.0
box,3000,300,3000,300,300,1.0,1,0.0,0.0
box,3000,389,1,389,2,194.5,198,1.0,1.0
box,3000,389,2,389,4,97.25,101,1.0,1.0
box,3000,389,4,389,16,24.31,33,1.0,1.0
box,3000,389,8,389,201,1.94,6,0.7841,0.5821
box,3000,389,16,389,387,1.01,2,0.01028,0.005168
box,3000,389,32,389,389,1.0,1,0.0,0.0
box,3000,389,64,389,389,1.0,1,0.0,0.0
box,3000,389,3000,389,389,1.0,1,0.0,0.0
box,3000,500,1,500,2,250.0,254,1.0,1.0
box,3000,500,2,500,4,125.0,130,1.0,1.0
box,3000,500,4,500,16,31.25,38,1.0,1.0
box,3000,500,8,500,233,2.15,6,0.846,0.6695
box,3000,500,16,500,498,1.0,2,0.008,0.004016
box,3000,500,32,500,500,1.0,1,0.0,0.0
box,3000,500,64,500,500,1.0,1,0.0,0.0
box,3000,500,3000,500,500,1.0,1,0.0,0.0
box,3000,750,1,750,2,375.0,380,1.0,1.0
box,3000,750,2,750,4,187.5,200,1.0,1.0
box,3000,750,4,750,16,46.88,61,1.0,1.0
box,3000,750,8,750,252,2.98,8,0.9347,0.8056
box,3000,750,16,750,746,1.01,2,0.01067,0.005362
box,3000,750,32,750,750,1.0,1,0.0,0.0
box,3000,750,64,750,750,1.0,1,0.0,0.0
box,3000,750,3000,750,750,1.0,1,0.0,0.0
box,3000,1000,1,1000,2,500.0,514,1.0,1.0
box,3000,1000,2,1000,4,250.0,264,1.0,1.0
box,3000,1000,4,1000,16,62.5,71,1.0,1.0
box,3000,1000,8,1000,254,3.94,9,0.982,0.9291
box,3000,1000,16,1000,995,1.01,2,0.01,0.005025
box,3000,1000,32,1000,1000,1.0,1,0.0,0.0
box,3000,1000,64,1000,1000,1.0,1,0.0,0.0
box,3000,1000,3000,1000,1000,1.0,1,0.0,0.0
box,3000,1500,1,1500,2,750.0,785,1.0,1.0
box,3000,1500,2,1500,4,375.0,400,1.0,1.0
box,3000,1500,4,1500,16,93.75,106,1.0,1.0
box,3000,1500,8,1500,256,5.86,12,0.9967,0.9805
box,3000,1500,16,1500,1487,1.01,2,0.01733,0.008742
box,3000,1500,32,1500,1500,1.0,1,0.0,0.0
box,3000,1500,64,1500,1500,1.0,1,0.0,0.0
box,3000,1500,3000,1500,1500,1.0,1,0.0,0.0
box,3000,2000,1,2000,2,1000.0,1057,1.0,1.0
box,3000,2000,2,2000,4,500.0,533,1.0,1.0
box,3000,2000,4,2000,16,125.0,142,1.0,1.0
box,3000,2000,8,2000,256,7.81,16,0.9995,0.9961
box,3000,2000,16,2000,1973,1.01,2,0.027,0.01368
box,3000,2000,32,2000,2000,1.0,1,0.0,0.0
box,3000,2000,64,2000,2000,1.0,1,0.0,0.0
box,3000,2000,3000,2000,2000,1.0,1,0.0,0.0
