alphabet,dim,size,querytype,method,k,ns
box,3600,2,mix,prefix,1,913.6
box,3600,2,mix,prefix,2,922.1
box,3600,2,mix,prefix,4,924.6
box,3600,2,mix,prefix,8,939.0
box,3600,2,mix,prefix,16,969.4
box,3600,2,mix,prefix,32,1027.6
box,3600,2,mix,prefix,64,1117.0
box,3600,2,mix,prefix,3600,12971.4
box,3600,5,miss,scan,0,9.0
box,3600,5,miss,prefix,1,26.2
box,3600,5,miss,prefix,2,27.7
box,3600,5,miss,prefix,4,36.2
box,3600,5,miss,prefix,8,77.9
box,3600,5,miss,prefix,16,116.7
box,3600,5,miss,prefix,32,188.3
box,3600,5,miss,prefix,64,198.8
box,3600,5,miss,prefix,3600,11033.6
box,3600,5,hit,scan,0,1717.1
box,3600,5,hit,prefix,1,1776.8
box,3600,5,hit,prefix,2,1826.5
box,3600,5,hit,prefix,4,1761.3
box,3600,5,hit,prefix,8,1828.0
box,3600,5,hit,prefix,16,1820.2
box,3600,5,hit,prefix,32,1869.6
box,3600,5,hit,prefix,64,2000.8
box,3600,5,hit,prefix,3600,15123.5
box,3600,5,mix,scan,0,909.9
box,3600,5,mix,prefix,1,939.4
box,3600,5,mix,prefix,2,952.9
box,3600,5,mix,prefix,4,964.6
box,3600,5,mix,prefix,8,964.2
box,3600,5,mix,prefix,16,997.6
box,3600,5,mix,prefix,32,1034.5
box,3600,5,mix,prefix,64,1148.1
box,3600,5,mix,prefix,3600,13177.2
box,3600,10,miss,scan,0,15.7
box,3600,10,miss,prefix,1,31.4
box,3600,10,miss,prefix,2,31.9
box,3600,10,miss,prefix,4,35.7
box,3600,10,miss,prefix,8,79.3
box,3600,10,miss,prefix,16,119.5
box,3600,10,miss,prefix,32,192.5
box,3600,10,miss,prefix,64,197.3
box,3600,10,miss,prefix,3600,10945.5
box,3600,10,hit,scan,0,1751.7
box,3600,10,hit,prefix,1,1796.8
box,3600,10,hit,prefix,2,1807.6
box,3600,10,hit,prefix,4,1795.2
box,3600,10,hit,prefix,8,1803.9
box,3600,10,hit,prefix,16,1834.4
box,3600,10,hit,prefix,32,1900.0
box,3600,10,hit,prefix,64,2011.8
box,3600,10,hit,prefix,3600,15190.9
box,3600,10,mix,scan,0,809.9
box,3600,10,mix,prefix,1,836.4
box,3600,10,mix,prefix,2,838.1
box,3600,10,mix,prefix,4,838.5
box,3600,10,mix,prefix,8,848.6
box,3600,10,mix,prefix,16,878.9
box,3600,10,mix,prefix,32,930.8
box,3600,10,mix,prefix,64,1037.4
box,3600,10,mix,prefix,3600,13007.3
box,3600,20,miss,scan,0,29.3
box,3600,20,miss,prefix,1,40.6
box,3600,20,miss,prefix,2,37.9
box,3600,20,miss,prefix,4,39.0
box,3600,20,miss,prefix,8,77.9
box,3600,20,miss,prefix,16,117.5
box,3600,20,miss,prefix,32,189.2
box,3600,20,miss,prefix,64,194.4
box,3600,20,miss,prefix,3600,10868.9
box,3600,20,hit,scan,0,1766.8
box,3600,20,hit,prefix,1,1805.6
box,3600,20,hit,prefix,2,1788.3
box,3600,20,hit,prefix,4,1813.0
box,3600,20,hit,prefix,8,1807.2
box,3600,20,hit,prefix,16,1855.3
box,3600,20,hit,prefix,32,1886.6
box,3600,20,hit,prefix,64,2008.4
box,3600,20,hit,prefix,3600,14852.3
box,3600,20,mix,scan,0,827.9
box,3600,20,mix,prefix,1,839.8
box,3600,20,mix,prefix,2,837.8
box,3600,20,mix,prefix,4,833.4
box,3600,20,mix,prefix,8,856.8
box,3600,20,mix,prefix,16,882.7
box,3600,20,mix,prefix,32,932.5
box,3600,20,mix,prefix,64,1030.7
box,3600,20,mix,prefix,3600,13066.1
box,3600,50,miss,scan,0,76.3
box,3600,50,miss,prefix,1,69.5
box,3600,50,miss,prefix,2,57.2
box,3600,50,miss,prefix,4,46.6
box,3600,50,miss,prefix,8,72.3
box,3600,50,miss,prefix,16,117.5
box,3600,50,miss,prefix,32,193.5
box,3600,50,miss,prefix,64,286.6
box,3600,50,miss,prefix,3600,13145.0
box,3600,50,hit,scan,0,1920.7
box,3600,50,hit,prefix,1,1881.1
box,3600,50,hit,prefix,2,1884.0
box,3600,50,hit,prefix,4,1862.8
box,3600,50,hit,prefix,8,1846.6
box,3600,50,hit,prefix,16,1916.2
box,3600,50,hit,prefix,32,1950.6
box,3600,50,hit,prefix,64,2060.8
box,3600,50,hit,prefix,3600,15252.2
box,3600,50,mix,scan,0,977.2
box,3600,50,mix,prefix,1,976.3
box,3600,50,mix,prefix,2,974.1
box,3600,50,mix,prefix,4,947.9
box,3600,50,mix,prefix,8,952.3
box,3600,50,mix,prefix,16,983.2
box,3600,50,mix,prefix,32,1050.1
box,3600,50,mix,prefix,64,1143.5
box,3600,50,mix,prefix,3600,13550.3
box,3600,100,miss,scan,0,297.7
box,3600,100,miss,prefix,1,176.8
box,3600,100,miss,prefix,2,90.6
box,3600,100,miss,prefix,4,60.9
box,3600,100,miss,prefix,8,50.9
box,3600,100,miss,prefix,16,74.1
box,3600,100,miss,prefix,32,197.5
box,3600,100,miss,prefix,64,290.3
box,3600,100,miss,prefix,3600,10987.5
box,3600,100,hit,scan,0,1960.5
box,3600,100,hit,prefix,1,1954.7
box,3600,100,hit,prefix,2,1961.6
box,3600,100,hit,prefix,4,1953.6
box,3600,100,hit,prefix,8,1920.1
box,3600,100,hit,prefix,16,1962.7
box,3600,100,hit,prefix,32,2022.3
box,3600,100,hit,prefix,64,2144.3
box,3600,100,hit,prefix,3600,15483.2
box,3600,100,mix,scan,0,1135.0
box,3600,100,mix,prefix,1,1029.8
box,3600,100,mix,prefix,2,1010.8
box,3600,100,mix,prefix,4,960.1
box,3600,100,mix,prefix,8,950.4
box,3600,100,mix,prefix,16,976.4
box,3600,100,mix,prefix,32,1021.3
box,3600,100,mix,prefix,64,1152.8
box,3600,100,mix,prefix,3600,13418.1
box,3600,158,miss,scan,0,760.7
box,3600,158,miss,prefix,1,480.6
box,3600,158,miss,prefix,2,272.2
box,3600,158,miss,prefix,4,82.9
box,3600,158,miss,prefix,8,52.1
box,3600,158,miss,prefix,16,71.2
box,3600,158,miss,prefix,32,186.9
box,3600,158,miss,prefix,64,292.8
box,3600,158,miss,prefix,3600,11020.5
box,3600,158,hit,scan,0,2251.4
box,3600,158,hit,prefix,1,2119.8
box,3600,158,hit,prefix,2,2069.0
box,3600,158,hit,prefix,4,2086.0
box,3600,158,hit,prefix,8,2019.6
box,3600,158,hit,prefix,16,2365.5
box,3600,158,hit,prefix,32,2307.1
box,3600,158,hit,prefix,64,2398.5
box,3600,158,hit,prefix,3600,16489.3
box,3600,158,mix,scan,0,1361.3
box,3600,158,mix,prefix,1,1147.8
box,3600,158,mix,prefix,2,984.3
box,3600,158,mix,prefix,4,909.5
box,3600,158,mix,prefix,8,818.3
box,3600,158,mix,prefix,16,844.8
box,3600,158,mix,prefix,32,896.4
box,3600,158,mix,prefix,64,992.6
box,3600,158,mix,prefix,3600,13161.1
box,3600,200,miss,scan,0,1141.3
box,3600,200,miss,prefix,1,704.9
box,3600,200,miss,prefix,2,384.0
box,3600,200,miss,prefix,4,98.8
box,3600,200,miss,prefix,8,54.1
box,3600,200,miss,prefix,16,70.5
box,3600,200,miss,prefix,32,195.0
box,3600,200,miss,prefix,64,287.3
box,3600,200,miss,prefix,3600,10754.5
box,3600,200,hit,scan,0,2602.0
box,3600,200,hit,prefix,1,2381.6
box,3600,200,hit,prefix,2,2219.0
box,3600,200,hit,prefix,4,2098.5
box,3600,200,hit,prefix,8,2106.7
box,3600,200,hit,prefix,16,2131.2
box,3600,200,hit,prefix,32,2178.1
box,3600,200,hit,prefix,64,2342.7
box,3600,200,hit,prefix,3600,14779.9
box,3600,200,mix,scan,0,1725.7
box,3600,200,mix,prefix,1,1389.8
box,3600,200,mix,prefix,2,1180.9
box,3600,200,mix,prefix,4,1005.4
box,3600,200,mix,prefix,8,986.8
box,3600,200,mix,prefix,16,983.8
box,3600,200,mix,prefix,32,1045.2
box,3600,200,mix,prefix,64,1159.4
box,3600,200,mix,prefix,3600,13345.0
box,3600,300,miss,scan,0,2168.2
box,3600,300,miss,prefix,1,1221.4
box,3600,300,miss,prefix,2,680.9
box,3600,300,miss,prefix,4,175.4
box,3600,300,miss,prefix,8,61.2
box,3600,300,miss,prefix,16,69.6
box,3600,300,miss,prefix,32,112.6
box,3600,300,miss,prefix,64,283.6
box,3600,300,miss,prefix,3600,10993.8
box,3600,300,hit,scan,0,3051.0
box,3600,300,hit,prefix,1,2625.3
box,3600,300,hit,prefix,2,2421.8
box,3600,300,hit,prefix,4,2180.1
box,3600,300,hit,prefix,8,2167.5
box,3600,300,hit,prefix,16,2141.3
box,3600,300,hit,prefix,32,2267.9
box,3600,300,hit,prefix,64,2370.5
box,3600,300,hit,prefix,3600,14905.9
box,3600,300,mix,scan,0,2777.0
box,3600,300,mix,prefix,1,2008.0
box,3600,300,mix,prefix,2,1619.1
box,3600,300,mix,prefix,4,1236.9
box,3600,300,mix,prefix,8,1136.2
box,3600,300,mix,prefix,16,1162.4
box,3600,300,mix,prefix,32,1199.1
box,3600,300,mix,prefix,64,1296.2
box,3600,300,mix,prefix,3600,14209.0
box,3600,389,miss,scan,0,3120.0
box,3600,389,miss,prefix,1,1708.1
box,3600,389,miss,prefix,2,963.8
box,3600,389,miss,prefix,4,258.1
box,3600,389,miss,prefix,8,64.7
box,3600,389,miss,prefix,16,72.6
box,3600,389,miss,prefix,32,112.3
box,3600,389,miss,prefix,64,269.9
box,3600,389,miss,prefix,3600,11227.1
box,3600,389,hit,scan,0,3542.6
box,3600,389,hit,prefix,1,2950.7
box,3600,389,hit,prefix,2,2566.6
box,3600,389,hit,prefix,4,2261.4
box,3600,389,hit,prefix,8,2229.9
box,3600,389,hit,prefix,16,2186.0
box,3600,389,hit,prefix,32,2310.7
box,3600,389,hit,prefix,64,2381.2
box,3600,389,hit,prefix,3600,15029.3
box,3600,389,mix,scan,0,3188.3
box,3600,389,mix,prefix,1,2273.0
box,3600,389,mix,prefix,2,1716.9
box,3600,389,mix,prefix,4,1265.3
box,3600,389,mix,prefix,8,1120.4
box,3600,389,mix,prefix,16,1114.0
box,3600,389,mix,prefix,32,1182.5
box,3600,389,mix,prefix,64,1281.6
box,3600,389,mix,prefix,3600,13736.6
box,3600,500,miss,scan,0,4238.0
box,3600,500,miss,prefix,1,2404.2
box,3600,500,miss,prefix,2,1310.3
box,3600,500,miss,prefix,4,360.4
box,3600,500,miss,prefix,8,69.8
box,3600,500,miss,prefix,16,70.8
box,3600,500,miss,prefix,32,112.6
box,3600,500,miss,prefix,64,273.4
box,3600,500,miss,prefix,3600,10930.0
box,3600,500,hit,scan,0,4366.5
box,3600,500,hit,prefix,1,3405.3
box,3600,500,hit,prefix,2,2858.4
box,3600,500,hit,prefix,4,2360.6
box,3600,500,hit,prefix,8,2264.4
box,3600,500,hit,prefix,16,2323.3
box,3600,500,hit,prefix,32,2294.5
box,3600,500,hit,prefix,64,2458.3
box,3600,500,hit,prefix,3600,15004.9
box,3600,500,mix,scan,0,4077.5
box,3600,500,mix,prefix,1,2693.1
box,3600,500,mix,prefix,2,1927.5
box,3600,500,mix,prefix,4,1244.0
box,3600,500,mix,prefix,8,1037.3
box,3600,500,mix,prefix,16,1023.4
box,3600,500,mix,prefix,32,1095.3
box,3600,500,mix,prefix,64,1196.5
box,3600,500,mix,prefix,3600,13566.6
box,3600,750,miss,scan,0,6815.4
box,3600,750,miss,prefix,1,3786.8
box,3600,750,miss,prefix,2,2100.7
box,3600,750,miss,prefix,4,585.3
box,3600,750,miss,prefix,8,80.1
box,3600,750,miss,prefix,16,68.5
box,3600,750,miss,prefix,32,111.7
box,3600,750,miss,prefix,64,275.8
box,3600,750,miss,prefix,3600,10894.6
box,3600,750,hit,scan,0,5576.9
box,3600,750,hit,prefix,1,4079.2
box,3600,750,hit,prefix,2,3261.7
box,3600,750,hit,prefix,4,2569.7
box,3600,750,hit,prefix,8,2301.6
box,3600,750,hit,prefix,16,2342.1
box,3600,750,hit,prefix,32,2374.5
box,3600,750,hit,prefix,64,2525.3
box,3600,750,hit,prefix,3600,15076.9
box,3600,750,mix,scan,0,6105.8
box,3600,750,mix,prefix,1,3864.9
box,3600,750,mix,prefix,2,2641.5
box,3600,750,mix,prefix,4,1554.6
box,3600,750,mix,prefix,8,1196.8
box,3600,750,mix,prefix,16,1154.1
box,3600,750,mix,prefix,32,1219.3
box,3600,750,mix,prefix,64,1336.9
box,3600,750,mix,prefix,3600,13757.4
box,3600,1000,miss,scan,0,9626.2
box,3600,1000,miss,prefix,1,5240.4
box,3600,1000,miss,prefix,2,2925.6
box,3600,1000,miss,prefix,4,807.8
box,3600,1000,miss,prefix,8,89.9
box,3600,1000,miss,prefix,16,68.3
box,3600,1000,miss,prefix,32,111.5
box,3600,1000,miss,prefix,64,282.6
box,3600,1000,miss,prefix,3600,11159.2
box,3600,1000,hit,scan,0,6874.3
box,3600,1000,hit,prefix,1,4885.9
box,3600,1000,hit,prefix,2,3731.0
box,3600,1000,hit,prefix,4,2742.7
box,3600,1000,hit,prefix,8,2331.8
box,3600,1000,hit,prefix,16,2399.1
box,3600,1000,hit,prefix,32,2446.6
box,3600,1000,hit,prefix,64,2643.4
box,3600,1000,hit,prefix,3600,16062.9
box,3600,1000,mix,scan,0,7781.8
box,3600,1000,mix,prefix,1,4762.4
box,3600,1000,mix,prefix,2,3097.3
box,3600,1000,mix,prefix,4,1681.7
box,3600,1000,mix,prefix,8,1141.9
box,3600,1000,mix,prefix,16,1079.1
box,3600,1000,mix,prefix,32,1130.3
box,3600,1000,mix,prefix,64,1339.3
box,3600,1000,mix,prefix,3600,13762.1
box,3600,1500,miss,scan,0,15200.1
box,3600,1500,miss,prefix,1,8045.2
box,3600,1500,miss,prefix,2,4417.3
box,3600,1500,miss,prefix,4,1250.6
box,3600,1500,miss,prefix,8,113.0
box,3600,1500,miss,prefix,16,71.1
box,3600,1500,miss,prefix,32,113.3
box,3600,1500,miss,prefix,64,291.9
box,3600,1500,miss,prefix,3600,11372.3
box,3600,1500,hit,scan,0,9860.1
box,3600,1500,hit,prefix,1,6403.2
box,3600,1500,hit,prefix,2,4602.2
box,3600,1500,hit,prefix,4,3121.6
box,3600,1500,hit,prefix,8,2380.9
box,3600,1500,hit,prefix,16,2314.5
box,3600,1500,hit,prefix,32,2491.8
box,3600,1500,hit,prefix,64,2641.7
box,3600,1500,hit,prefix,3600,15223.8
box,3600,1500,mix,scan,0,12666.8
box,3600,1500,mix,prefix,1,7274.6
box,3600,1500,mix,prefix,2,4473.6
box,3600,1500,mix,prefix,4,2030.3
box,3600,1500,mix,prefix,8,1129.3
box,3600,1500,mix,prefix,16,1001.3
box,3600,1500,mix,prefix,32,1071.0
box,3600,1500,mix,prefix,64,1167.9
box,3600,1500,mix,prefix,3600,13507.4
box,3600,2000,miss,scan,0,22990.2
box,3600,2000,miss,prefix,1,11620.7
box,3600,2000,miss,prefix,2,6303.2
box,3600,2000,miss,prefix,4,1844.9
box,3600,2000,miss,prefix,8,156.6
box,3600,2000,miss,prefix,16,70.3
box,3600,2000,miss,prefix,32,114.2
box,3600,2000,miss,prefix,64,312.5
box,3600,2000,miss,prefix,3600,11060.7
box,3600,2000,hit,scan,0,12817.8
box,3600,2000,hit,prefix,1,8047.8
box,3600,2000,hit,prefix,2,5604.7
box,3600,2000,hit,prefix,4,3519.3
box,3600,2000,hit,prefix,8,2448.5
box,3600,2000,hit,prefix,16,2412.0
box,3600,2000,hit,prefix,32,2559.5
box,3600,2000,hit,prefix,64,2657.7
box,3600,2000,hit,prefix,3600,15057.0
box,3600,2000,mix,scan,0,18091.1
box,3600,2000,mix,prefix,1,10737.0
box,3600,2000,mix,prefix,2,5981.9
box,3600,2000,mix,prefix,4,2514.2
box,3600,2000,mix,prefix,8,1080.8
box,3600,2000,mix,prefix,16,947.1
box,3600,2000,mix,prefix,32,1005.1
box,3600,2000,mix,prefix,64,1120.4
box,3600,2000,mix,prefix,3600,13402.3
box,3000,1,miss,scan,0,3.0
box,3000,1,miss,prefix,1,23.6
box,3000,1,miss,prefix,2,28.3
box,3000,1,miss,prefix,4,34.3
box,3000,1,miss,prefix,8,73.7
box,3000,1,miss,prefix,16,115.3
box,3000,1,miss,prefix,32,187.4
box,3000,1,miss,prefix,64,194.4
box,3000,1,miss,prefix,3000,8934.4
box,3000,1,hit,scan,0,1432.1
box,3000,1,hit,prefix,1,1449.8
box,3000,1,hit,prefix,2,1450.0
box,3000,1,hit,prefix,4,1443.7
box,3000,1,hit,prefix,8,1476.0
box,3000,1,hit,prefix,16,1493.4
box,3000,1,hit,prefix,32,1568.9
box,3000,1,hit,prefix,64,1678.6
box,3000,1,hit,prefix,3000,12307.2
box,3000,1,mix,scan,0,734.0
box,3000,1,mix,prefix,1,748.0
box,3000,1,mix,prefix,2,749.9
box,3000,1,mix,prefix,4,765.3
box,3000,1,mix,prefix,8,779.1
box,3000,1,mix,prefix,16,800.7
box,3000,1,mix,prefix,32,849.4
box,3000,1,mix,prefix,64,953.0
box,3000,1,mix,prefix,3000,10560.0
box,3000,2,miss,scan,0,4.2
box,3000,2,miss,prefix,1,24.6
box,3000,2,miss,prefix,2,28.1
box,3000,2,miss,prefix,4,33.7
box,3000,2,miss,prefix,8,73.2
box,3000,2,miss,prefix,16,113.0
box,3000,2,miss,prefix,32,186.2
box,3000,2,miss,prefix,64,195.8
box,3000,2,miss,prefix,3000,8898.5
box,3000,2,hit,scan,0,1411.2
box,3000,2,hit,prefix,1,1453.4
box,3000,2,hit,prefix,2,1468.6
box,3000,2,hit,prefix,4,1446.8
box,3000,2,hit,prefix,8,1460.2
box,3000,2,hit,prefix,16,1507.8
box,3000,2,hit,prefix,32,1563.7
box,3000,2,hit,prefix,64,1680.5
box,3000,2,hit,prefix,3000,12409.3
box,3000,2,mix,scan,0,720.5
box,3000,2,mix,prefix,1,750.3
box,3000,2,mix,prefix,2,755.6
box,3000,2,mix,prefix,4,762.7
box,3000,2,mix,prefix,8,775.2
box,3000,2,mix,prefix,16,801.9
box,3000,2,mix,prefix,32,855.7
box,3000,2,mix,prefix,64,966.7
box,3000,2,mix,prefix,3000,10770.4
box,3000,5,miss,scan,0,9.2
box,3000,5,miss,prefix,1,26.9
box,3000,5,miss,prefix,2,27.4
box,3000,5,miss,prefix,4,38.3
box,3000,5,miss,prefix,8,76.5
box,3000,5,miss,prefix,16,119.6
box,3000,5,miss,prefix,32,194.2
box,3000,5,miss,prefix,64,193.1
box,3000,5,miss,prefix,3000,8941.0
box,3000,5,hit,scan,0,1434.7
box,3000,5,hit,prefix,1,1460.6
box,3000,5,hit,prefix,2,1463.0
box,3000,5,hit,prefix,4,1468.6
box,3000,5,hit,prefix,8,1491.7
box,3000,5,hit,prefix,16,1521.3
box,3000,5,hit,prefix,32,1559.7
box,3000,5,hit,prefix,64,1686.0
box,3000,5,hit,prefix,3000,12513.2
box,3000,5,mix,scan,0,814.1
box,3000,5,mix,prefix,1,836.4
box,3000,5,mix,prefix,2,851.7
box,3000,5,mix,prefix,4,851.6
box,3000,5,mix,prefix,8,857.4
box,3000,5,mix,prefix,16,881.1
box,3000,5,mix,prefix,32,938.4
box,3000,5,mix,prefix,64,1043.5
box,3000,5,mix,prefix,3000,10986.8
box,3000,10,miss,scan,0,15.6
box,3000,10,miss,prefix,1,33.3
box,3000,10,miss,prefix,2,30.2
box,3000,10,miss,prefix,4,37.2
box,3000,10,miss,prefix,8,78.2
box,3000,10,miss,prefix,16,123.5
box,3000,10,miss,prefix,32,199.6
box,3000,10,miss,prefix,64,196.0
box,3000,10,miss,prefix,3000,8995.0
box,3000,10,hit,scan,0,1433.4
box,3000,10,hit,prefix,1,1474.1
box,3000,10,hit,prefix,2,1471.4
box,3000,10,hit,prefix,4,1470.4
box,3000,10,hit,prefix,8,1496.0
box,3000,10,hit,prefix,16,1526.1
box,3000,10,hit,prefix,32,1585.5
box,3000,10,hit,prefix,64,1698.0
box,3000,10,hit,prefix,3000,12443.0
box,3000,10,mix,scan,0,672.0
box,3000,10,mix,prefix,1,696.3
box,3000,10,mix,prefix,2,699.0
box,3000,10,mix,prefix,4,705.1
box,3000,10,mix,prefix,8,716.3
box,3000,10,mix,prefix,16,751.7
box,3000,10,mix,prefix,32,799.8
box,3000,10,mix,prefix,64,905.8
box,3000,10,mix,prefix,3000,10762.6
box,3000,20,miss,scan,0,28.7
box,3000,20,miss,prefix,1,42.3
box,3000,20,miss,prefix,2,39.3
box,3000,20,miss,prefix,4,37.8
box,3000,20,miss,prefix,8,78.2
box,3000,20,miss,prefix,16,121.0
box,3000,20,miss,prefix,32,194.6
box,3000,20,miss,prefix,64,204.5
box,3000,20,miss,prefix,3000,8996.1
box,3000,20,hit,scan,0,1459.2
box,3000,20,hit,prefix,1,1489.3
box,3000,20,hit,prefix,2,1531.4
box,3000,20,hit,prefix,4,1495.6
box,3000,20,hit,prefix,8,1498.8
box,3000,20,hit,prefix,16,1537.8
box,3000,20,hit,prefix,32,1591.5
box,3000,20,hit,prefix,64,1738.7
box,3000,20,hit,prefix,3000,12695.8
box,3000,20,mix,scan,0,832.4
box,3000,20,mix,prefix,1,866.1
box,3000,20,mix,prefix,2,856.0
box,3000,20,mix,prefix,4,842.8
box,3000,20,mix,prefix,8,859.2
box,3000,20,mix,prefix,16,887.4
box,3000,20,mix,prefix,32,941.2
box,3000,20,mix,prefix,64,1055.8
box,3000,20,mix,prefix,3000,10948.5
box,3000,50,miss,scan,0,75.9
box,3000,50,miss,prefix,1,68.4
box,3000,50,miss,prefix,2,56.3
box,3000,50,miss,prefix,4,46.2
box,3000,50,miss,prefix,8,72.3
box,3000,50,miss,prefix,16,114.9
box,3000,50,miss,prefix,32,197.0
box,3000,50,miss,prefix,64,287.1
box,3000,50,miss,prefix,3000,8948.8
box,3000,50,hit,scan,0,1493.6
box,3000,50,hit,prefix,1,1522.3
box,3000,50,hit,prefix,2,1524.2
box,3000,50,hit,prefix,4,1520.4
box,3000,50,hit,prefix,8,1505.9
box,3000,50,hit,prefix,16,1553.3
box,3000,50,hit,prefix,32,1615.2
box,3000,50,hit,prefix,64,1752.8
box,3000,50,hit,prefix,3000,12531.2
box,3000,50,mix,scan,0,793.0
box,3000,50,mix,prefix,1,800.0
box,3000,50,mix,prefix,2,789.6
box,3000,50,mix,prefix,4,788.1
box,3000,50,mix,prefix,8,792.9
box,3000,50,mix,prefix,16,809.3
box,3000,50,mix,prefix,32,864.3
box,3000,50,mix,prefix,64,965.8
box,3000,50,mix,prefix,3000,10770.8
box,3000,100,miss,scan,0,355.6
box,3000,100,miss,prefix,1,196.3
box,3000,100,miss,prefix,2,100.7
box,3000,100,miss,prefix,4,67.6
box,3000,100,miss,prefix,8,54.8
box,3000,100,miss,prefix,16,74.6
box,3000,100,miss,prefix,32,118.5
box,3000,100,miss,prefix,64,286.1
box,3000,100,miss,prefix,3000,9064.7
box,3000,100,hit,scan,0,1774.7
box,3000,100,hit,prefix,1,1745.3
box,3000,100,hit,prefix,2,1862.4
box,3000,100,hit,prefix,4,1623.4
box,3000,100,hit,prefix,8,1611.6
box,3000,100,hit,prefix,16,1642.6
box,3000,100,hit,prefix,32,1687.2
box,3000,100,hit,prefix,64,1791.4
box,3000,100,hit,prefix,3000,12712.5
box,3000,100,mix,scan,0,1013.7
box,3000,100,mix,prefix,1,922.7
box,3000,100,mix,prefix,2,871.2
box,3000,100,mix,prefix,4,842.5
box,3000,100,mix,prefix,8,826.8
box,3000,100,mix,prefix,16,867.5
box,3000,100,mix,prefix,32,1045.9
box,3000,100,mix,prefix,64,1072.8
box,3000,100,mix,prefix,3000,11186.6
box,3000,158,miss,scan,0,829.3
box,3000,158,miss,prefix,1,465.3
box,3000,158,miss,prefix,2,255.8
box,3000,158,miss,prefix,4,83.0
box,3000,158,miss,prefix,8,52.5
box,3000,158,miss,prefix,16,72.7
box,3000,158,miss,prefix,32,199.2
box,3000,158,miss,prefix,64,290.9
box,3000,158,miss,prefix,3000,8913.9
box,3000,158,hit,scan,0,1870.9
box,3000,158,hit,prefix,1,1783.7
box,3000,158,hit,prefix,2,1721.6
box,3000,158,hit,prefix,4,1668.5
box,3000,158,hit,prefix,8,1653.7
box,3000,158,hit,prefix,16,1698.3
box,3000,158,hit,prefix,32,1740.3
box,3000,158,hit,prefix,64,1912.3
box,3000,158,hit,prefix,3000,13268.6
box,3000,158,mix,scan,0,1326.3
box,3000,158,mix,prefix,1,1084.2
box,3000,158,mix,prefix,2,928.6
box,3000,158,mix,prefix,4,836.9
box,3000,158,mix,prefix,8,817.7
box,3000,158,mix,prefix,16,850.7
box,3000,158,mix,prefix,32,900.0
box,3000,158,mix,prefix,64,1001.2
box,3000,158,mix,prefix,3000,11293.1
box,3000,200,miss,scan,0,1243.8
box,3000,200,miss,prefix,1,700.0
box,3000,200,miss,prefix,2,386.1
box,3000,200,miss,prefix,4,103.0
box,3000,200,miss,prefix,8,53.4
box,3000,200,miss,prefix,16,67.6
box,3000,200,miss,prefix,32,187.1
box,3000,200,miss,prefix,64,282.6
box,3000,200,miss,prefix,3000,8993.7
box,3000,200,hit,scan,0,2114.6
box,3000,200,hit,prefix,1,1858.8
box,3000,200,hit,prefix,2,1755.4
box,3000,200,hit,prefix,4,1678.7
box,3000,200,hit,prefix,8,1672.2
box,3000,200,hit,prefix,16,1718.7
box,3000,200,hit,prefix,32,1770.6
box,3000,200,hit,prefix,64,1927.5
box,3000,200,hit,prefix,3000,12939.1
box,3000,200,mix,scan,0,1638.3
box,3000,200,mix,prefix,1,1262.9
box,3000,200,mix,prefix,2,1031.5
box,3000,200,mix,prefix,4,863.5
box,3000,200,mix,prefix,8,821.6
box,3000,200,mix,prefix,16,870.1
box,3000,200,mix,prefix,32,901.4
box,3000,200,mix,prefix,64,1019.3
box,3000,200,mix,prefix,3000,11073.0
box,3000,300,miss,scan,0,2239.0
box,3000,300,miss,prefix,1,1236.7
box,3000,300,miss,prefix,2,686.1
box,3000,300,miss,prefix,4,189.5
box,3000,300,miss,prefix,8,60.0
box,3000,300,miss,prefix,16,67.7
box,3000,300,miss,prefix,32,112.0
box,3000,300,miss,prefix,64,284.2
box,3000,300,miss,prefix,3000,8931.8
box,3000,300,hit,scan,0,2721.9
box,3000,300,hit,prefix,1,2168.1
box,3000,300,hit,prefix,2,1930.0
box,3000,300,hit,prefix,4,1801.6
box,3000,300,hit,prefix,8,1743.8
box,3000,300,hit,prefix,16,1760.6
box,3000,300,hit,prefix,32,1831.2
box,3000,300,hit,prefix,64,1942.0
box,3000,300,hit,prefix,3000,13316.9
box,3000,300,mix,scan,0,2444.0
box,3000,300,mix,prefix,1,1678.1
box,3000,300,mix,prefix,2,1229.3
box,3000,300,mix,prefix,4,857.7
box,3000,300,mix,prefix,8,770.1
box,3000,300,mix,prefix,16,792.1
box,3000,300,mix,prefix,32,883.3
box,3000,300,mix,prefix,64,951.2
box,3000,300,mix,prefix,3000,10972.7
box,3000,389,miss,scan,0,3187.4
box,3000,389,miss,prefix,1,1738.0
box,3000,389,miss,prefix,2,952.0
box,3000,389,miss,prefix,4,260.8
box,3000,389,miss,prefix,8,63.6
box,3000,389,miss,prefix,16,70.9
box,3000,389,miss,prefix,32,113.3
box,3000,389,miss,prefix,64,272.3
box,3000,389,miss,prefix,3000,9019.9
box,3000,389,hit,scan,0,3118.0
box,3000,389,hit,prefix,1,2418.0
box,3000,389,hit,prefix,2,2116.2
box,3000,389,hit,prefix,4,1839.5
box,3000,389,hit,prefix,8,1748.5
box,3000,389,hit,prefix,16,1763.4
box,3000,389,hit,prefix,32,1847.1
box,3000,389,hit,prefix,64,2054.8
box,3000,389,hit,prefix,3000,13360.1
box,3000,389,mix,scan,0,3099.7
