alphabet,dim,size,order,k,max_depth,n_atoms,n_leaves,mean_leaf_size,max_leaf_size,atom_collision_rate,mean_depth,max_depth_reached
linf_box_d3000,3000,50,selectivity,4,2,50,49,1.02,2,0.04,1.98,2
linf_box_d3000,3000,50,selectivity,4,4,50,50,1.0,1,0.0,2.02,3
linf_box_d3000,3000,50,strided,4,1,50,16,3.125,7,0.98,1.0,1
linf_box_d3000,3000,50,strided,4,2,50,44,1.136,3,0.22,1.98,2
linf_box_d3000,3000,50,strided,4,4,50,50,1.0,1,0.0,2.2,3
linf_box_d3000,3000,50,first_k,8,1,50,47,1.064,2,0.12,1.0,1
linf_box_d3000,3000,50,first_k,8,2,50,50,1.0,1,0.0,1.12,2
linf_box_d3000,3000,50,first_k,8,4,50,50,1.0,1,0.0,1.12,2
linf_box_d3000,3000,50,random,8,1,50,46,1.087,2,0.16,1.0,1
linf_box_d3000,3000,50,random,8,2,50,50,1.0,1,0.0,1.16,2
linf_box_d3000,3000,50,random,8,4,50,50,1.0,1,0.0,1.16,2
linf_box_d3000,3000,50,selectivity,8,1,50,49,1.02,2,0.04,1.0,1
linf_box_d3000,3000,50,selectivity,8,2,50,50,1.0,1,0.0,1.04,2
linf_box_d3000,3000,50,selectivity,8,4,50,50,1.0,1,0.0,1.04,2
linf_box_d3000,3000,50,strided,8,1,50,47,1.064,2,0.12,1.0,1
linf_box_d3000,3000,50,strided,8,2,50,50,1.0,1,0.0,1.12,2
linf_box_d3000,3000,50,strided,8,4,50,50,1.0,1,0.0,1.12,2
linf_box_d3000,3000,50,first_k,16,1,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,first_k,16,2,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,first_k,16,4,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,random,16,1,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,random,16,2,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,random,16,4,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,selectivity,16,1,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,selectivity,16,2,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,selectivity,16,4,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,strided,16,1,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,strided,16,2,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,50,strided,16,4,50,50,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,first_k,4,1,100,16,6.25,8,1.0,1.0,1
linf_box_d3000,3000,100,first_k,4,2,100,80,1.25,3,0.39,2.0,2
linf_box_d3000,3000,100,first_k,4,4,100,100,1.0,1,0.0,2.39,3
linf_box_d3000,3000,100,random,4,1,100,16,6.25,10,1.0,1.0,1
linf_box_d3000,3000,100,random,4,2,100,80,1.25,3,0.37,2.0,2
linf_box_d3000,3000,100,random,4,4,100,100,1.0,1,0.0,2.41,4
linf_box_d3000,3000,100,selectivity,4,1,100,16,6.25,10,1.0,1.0,1
linf_box_d3000,3000,100,selectivity,4,2,100,80,1.25,4,0.38,2.0,2
linf_box_d3000,3000,100,selectivity,4,4,100,100,1.0,1,0.0,2.4,4
linf_box_d3000,3000,100,strided,4,1,100,16,6.25,11,1.0,1.0,1
linf_box_d3000,3000,100,strided,4,2,100,78,1.282,3,0.42,2.0,2
linf_box_d3000,3000,100,strided,4,4,100,100,1.0,1,0.0,2.44,4
linf_box_d3000,3000,100,first_k,8,1,100,80,1.25,3,0.39,1.0,1
linf_box_d3000,3000,100,first_k,8,2,100,100,1.0,1,0.0,1.39,2
linf_box_d3000,3000,100,first_k,8,4,100,100,1.0,1,0.0,1.39,2
linf_box_d3000,3000,100,random,8,1,100,80,1.25,3,0.37,1.0,1
linf_box_d3000,3000,100,random,8,2,100,100,1.0,1,0.0,1.37,2
linf_box_d3000,3000,100,random,8,4,100,100,1.0,1,0.0,1.37,2
linf_box_d3000,3000,100,selectivity,8,1,100,80,1.25,4,0.38,1.0,1
linf_box_d3000,3000,100,selectivity,8,2,100,100,1.0,1,0.0,1.38,2
linf_box_d3000,3000,100,selectivity,8,4,100,100,1.0,1,0.0,1.38,2
linf_box_d3000,3000,100,strided,8,1,100,85,1.176,3,0.28,1.0,1
linf_box_d3000,3000,100,strided,8,2,100,100,1.0,1,0.0,1.28,2
linf_box_d3000,3000,100,strided,8,4,100,100,1.0,1,0.0,1.28,2
linf_box_d3000,3000,100,first_k,16,1,100,100,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,first_k,16,2,100,100,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,first_k,16,4,100,100,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,random,16,1,100,100,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,random,16,2,100,100,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,random,16,4,100,100,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,selectivity,16,1,100,100,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,selectivity,16,2,100,100,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,selectivity,16,4,100,100,1.0,1,0.0,1.0,1
linf_box_d3000,3000,100,strided,16,1,100,99,1.01,2,0.02,1.0,1
linf_box_d3000,3000,100,strided,16,2,100,100,1.0,1,0.0,1.02,2
linf_box_d3000,3000,100,strided,16,4,100,100,1.0,1,0.0,1.02,2
linf_box_d3000,3000,158,first_k,4,1,158,16,9.875,15,1.0,1.0,1
linf_box_d3000,3000,158,first_k,4,2,158,114,1.386,4,0.4937,2.0,2
linf_box_d3000,3000,158,first_k,4,4,158,157,1.006,2,0.01266,2.506,4
linf_box_d3000,3000,158,random,4,1,158,16,9.875,14,1.0,1.0,1
linf_box_d3000,3000,158,random,4,2,158,116,1.362,4,0.462,2.0,2
linf_box_d3000,3000,158,random,4,4,158,158,1.0,1,0.0,2.576,4
linf_box_d3000,3000,158,selectivity,4,1,158,16,9.875,14,1.0,1.0,1
linf_box_d3000,3000,158,selectivity,4,2,158,118,1.339,4,0.4494,2.0,2
linf_box_d3000,3000,158,selectivity,4,4,158,158,1.0,1,0.0,2.475,4
linf_box_d3000,3000,158,strided,4,1,158,16,9.875,15,1.0,1.0,1
linf_box_d3000,3000,158,strided,4,2,158,110,1.436,4,0.5443,2.0,2
linf_box_d3000,3000,158,strided,4,4,158,158,1.0,1,0.0,2.62,4
linf_box_d3000,3000,158,first_k,8,1,158,114,1.386,4,0.4937,1.0,1
linf_box_d3000,3000,158,first_k,8,2,158,157,1.006,2,0.01266,1.494,2
linf_box_d3000,3000,158,first_k,8,4,158,158,1.0,1,0.0,1.506,3
linf_box_d3000,3000,158,random,8,1,158,116,1.362,4,0.462,1.0,1
linf_box_d3000,3000,158,random,8,2,158,158,1.0,1,0.0,1.462,2
linf_box_d3000,3000,158,random,8,4,158,158,1.0,1,0.0,1.462,2
linf_box_d3000,3000,158,selectivity,8,1,158,118,1.339,4,0.4494,1.0,1
linf_box_d3000,3000,158,selectivity,8,2,158,158,1.0,1,0.0,1.449,2
linf_box_d3000,3000,158,selectivity,8,4,158,158,1.0,1,0.0,1.449,2
linf_box_d3000,3000,158,strided,8,1,158,119,1.328,3,0.4494,1.0,1
linf_box_d3000,3000,158,strided,8,2,158,158,1.0,1,0.0,1.449,2
linf_box_d3000,3000,158,strided,8,4,158,158,1.0,1,0.0,1.449,2
linf_box_d3000,3000,158,first_k,16,1,158,157,1.006,2,0.01266,1.0,1
linf_box_d3000,3000,158,first_k,16,2,158,158,1.0,1,0.0,1.013,2
linf_box_d3000,3000,158,first_k,16,4,158,158,1.0,1,0.0,1.013,2
linf_box_d3000,3000,158,random,16,1,158,158,1.0,1,0.0,1.0,1
linf_box_d3000,3000,158,random,16,2,158,158,1.0,1,0.0,1.0,1
linf_box_d3000,3000,158,random,16,4,158,158,1.0,1,0.0,1.0,1
linf_box_d3000,3000,158,selectivity,16,1,158,158,1.0,1,0.0,1.0,1
linf_box_d3000,3000,158,selectivity,16,2,158,158,1.0,1,0.0,1.0,1
linf_box_d3000,3000,158,selectivity,16,4,158,158,1.0,1,0.0,1.0,1
linf_box_d3000,3000,158,strided,16,1,158,157,1.006,2,0.01266,1.0,1
linf_box_d3000,3000,158,strided,16,2,158,158,1.0,1,0.0,1.013,2
linf_box_d3000,3000,158,strided,16,4,158,158,1.0,1,0.0,1.013,2
linf_box_d3000,3000,200,first_k,4,1,200,16,12.5,17,1.0,1.0,1
linf_box_d3000,3000,200,first_k,4,2,200,131,1.527,5,0.58,2.0,2
linf_box_d3000,3000,200,first_k,4,4,200,199,1.005,2,0.01,2.6,4
linf_box_d3000,3000,200,random,4,1,200,16,12.5,18,1.0,1.0,1
linf_box_d3000,3000,200,random,4,2,200,132,1.515,5,0.58,2.0,2
linf_box_d3000,3000,200,random,4,4,200,200,1.0,1,0.0,2.69,4
linf_box_d3000,3000,200,selectivity,4,1,200,16,12.5,18,1.0,1.0,1
linf_box_d3000,3000,200,selectivity,4,2,200,146,1.37,5,0.475,2.0,2
linf_box_d3000,3000,200,selectivity,4,4,200,200,1.0,1,0.0,2.505,4
linf_box_d3000,3000,200,strided,4,1,200,16,12.5,20,1.0,1.0,1
linf_box_d3000,3000,200,strided,4,2,200,134,1.493,4,0.58,2.0,2
linf_box_d3000,3000,200,strided,4,4,200,200,1.0,1,0.0,2.65,4
linf_box_d3000,3000,200,first_k,8,1,200,131,1.527,5,0.58,1.0,1
linf_box_d3000,3000,200,first_k,8,2,200,199,1.005,2,0.01,1.58,2
linf_box_d3000,3000,200,first_k,8,4,200,200,1.0,1,0.0,1.59,3
linf_box_d3000,3000,200,random,8,1,200,132,1.515,5,0.58,1.0,1
linf_box_d3000,3000,200,random,8,2,200,200,1.0,1,0.0,1.58,2
linf_box_d3000,3000,200,random,8,4,200,200,1.0,1,0.0,1.58,2
linf_box_d3000,3000,200,selectivity,8,1,200,146,1.37,5,0.475,1.0,1
linf_box_d3000,3000,200,selectivity,8,2,200,200,1.0,1,0.0,1.475,2
linf_box_d3000,3000,200,selectivity,8,4,200,200,1.0,1,0.0,1.475,2
linf_box_d3000,3000,200,strided,8,1,200,136,1.471,4,0.54,1.0,1
linf_box_d3000,3000,200,strided,8,2,200,200,1.0,1,0.0,1.54,2
linf_box_d3000,3000,200,strided,8,4,200,200,1.0,1,0.0,1.54,2
linf_box_d3000,3000,200,first_k,16,1,200,199,1.005,2,0.01,1.0,1
linf_box_d3000,3000,200,first_k,16,2,200,200,1.0,1,0.0,1.01,2
linf_box_d3000,3000,200,first_k,16,4,200,200,1.0,1,0.0,1.01,2
linf_box_d3000,3000,200,random,16,1,200,200,1.0,1,0.0,1.0,1
linf_box_d3000,3000,200,random,16,2,200,200,1.0,1,0.0,1.0,1
linf_box_d3000,3000,200,random,16,4,200,200,1.0,1,0.0,1.0,1
linf_box_d3000,3000,200,selectivity,16,1,200,200,1.0,1,0.0,1.0,1
linf_box_d3000,3000,200,selectivity,16,2,200,200,1.0,1,0.0,1.0,1
linf_box_d3000,3000,200,selectivity,16,4,200,200,1.0,1,0.0,1.0,1
linf_box_d3000,3000,200,strided,16,1,200,199,1.005,2,0.01,1.0,1
linf_box_d3000,3000,200,strided,16,2,200,200,1.0,1,0.0,1.01,2
linf_box_d3000,3000,200,strided,16,4,200,200,1.0,1,0.0,1.01,2
linf_box_d3000,3000,241,first_k,4,1,241,16,15.062,21,1.0,1.0,1
linf_box_d3000,3000,241,first_k,4,2,241,144,1.674,5,0.6556,2.0,2
linf_box_d3000,3000,241,first_k,4,4,241,240,1.004,2,0.008299,2.68,4
linf_box_d3000,3000,241,random,4,1,241,16,15.062,21,1.0,1.0,1
linf_box_d3000,3000,241,random,4,2,241,147,1.639,5,0.6598,2.0,2
linf_box_d3000,3000,241,random,4,4,241,240,1.004,2,0.008299,2.784,4
linf_box_d3000,3000,241,selectivity,4,1,241,16,15.062,22,1.0,1.0,1
linf_box_d3000,3000,241,selectivity,4,2,241,158,1.525,5,0.5851,2.0,2
linf_box_d3000,3000,241,selectivity,4,4,241,241,1.0,1,0.0,2.618,4
linf_box_d3000,3000,241,strided,4,1,241,16,15.062,22,1.0,1.0,1
linf_box_d3000,3000,241,strided,4,2,241,149,1.617,5,0.6515,2.0,2
linf_box_d3000,3000,241,strided,4,4,241,241,1.0,1,0.0,2.734,4
linf_box_d3000,3000,241,first_k,8,1,241,144,1.674,5,0.6556,1.0,1
linf_box_d3000,3000,241,first_k,8,2,241,240,1.004,2,0.008299,1.656,2
linf_box_d3000,3000,241,first_k,8,4,241,241,1.0,1,0.0,1.664,3
linf_box_d3000,3000,241,random,8,1,241,147,1.639,5,0.6598,1.0,1
linf_box_d3000,3000,241,random,8,2,241,240,1.004,2,0.008299,1.66,2
linf_box_d3000,3000,241,random,8,4,241,241,1.0,1,0.0,1.668,3
linf_box_d3000,3000,241,selectivity,8,1,241,158,1.525,5,0.5851,1.0,1
linf_box_d3000,3000,241,selectivity,8,2,241,241,1.0,1,0.0,1.585,2
linf_box_d3000,3000,241,selectivity,8,4,241,241,1.0,1,0.0,1.585,2
linf_box_d3000,3000,241,strided,8,1,241,156,1.545,4,0.5851,1.0,1
linf_box_d3000,3000,241,strided,8,2,241,241,1.0,1,0.0,1.585,2
linf_box_d3000,3000,241,strided,8,4,241,241,1.0,1,0.0,1.585,2
linf_box_d3000,3000,241,first_k,16,1,241,240,1.004,2,0.008299,1.0,1
linf_box_d3000,3000,241,first_k,16,2,241,241,1.0,1,0.0,1.008,2
linf_box_d3000,3000,241,first_k,16,4,241,241,1.0,1,0.0,1.008,2
linf_box_d3000,3000,241,random,16,1,241,240,1.004,2,0.008299,1.0,1
linf_box_d3000,3000,241,random,16,2,241,241,1.0,1,0.0,1.008,2
linf_box_d3000,3000,241,random,16,4,241,241,1.0,1,0.0,1.008,2
linf_box_d3000,3000,241,selectivity,16,1,241,241,1.0,1,0.0,1.0,1
linf_box_d3000,3000,241,selectivity,16,2,241,241,1.0,1,0.0,1.0,1
linf_box_d3000,3000,241,selectivity,16,4,241,241,1.0,1,0.0,1.0,1
linf_box_d3000,3000,241,strided,16,1,241,239,1.008,2,0.0166,1.0,1
linf_box_d3000,3000,241,strided,16,2,241,241,1.0,1,0.0,1.017,2
linf_box_d3000,3000,241,strided,16,4,241,241,1.0,1,0.0,1.017,2
linf_box_d3000,3000,300,first_k,4,1,300,16,18.75,26,1.0,1.0,1
linf_box_d3000,3000,300,first_k,4,2,300,166,1.807,6,0.71,2.0,2
linf_box_d3000,3000,300,first_k,4,4,300,299,1.003,2,0.006667,2.75,4
linf_box_d3000,3000,300,random,4,1,300,16,18.75,27,1.0,1.0,1
linf_box_d3000,3000,300,random,4,2,300,170,1.765,5,0.7067,2.0,2
linf_box_d3000,3000,300,random,4,4,300,299,1.003,2,0.006667,2.827,4
linf_box_d3000,3000,300,selectivity,4,1,300,16,18.75,23,1.0,1.0,1
linf_box_d3000,3000,300,selectivity,4,2,300,180,1.667,6,0.6833,2.0,2
linf_box_d3000,3000,300,selectivity,4,4,300,298,1.007,2,0.01333,2.743,4
linf_box_d3000,3000,300,strided,4,1,300,16,18.75,30,1.0,1.0,1
linf_box_d3000,3000,300,strided,4,2,300,171,1.754,5,0.7067,2.0,2
linf_box_d3000,3000,300,strided,4,4,300,299,1.003,2,0.006667,2.797,4
linf_box_d3000,3000,300,first_k,8,1,300,166,1.807,6,0.71,1.0,1
linf_box_d3000,3000,300,first_k,8,2,300,299,1.003,2,0.006667,1.71,2
linf_box_d3000,3000,300,first_k,8,4,300,300,1.0,1,0.0,1.717,3
linf_box_d3000,3000,300,random,8,1,300,170,1.765,5,0.7067,1.0,1
linf_box_d3000,3000,300,random,8,2,300,299,1.003,2,0.006667,1.707,2
linf_box_d3000,3000,300,random,8,4,300,300,1.0,1,0.0,1.713,3
linf_box_d3000,3000,300,selectivity,8,1,300,180,1.667,6,0.6833,1.0,1
linf_box_d3000,3000,300,selectivity,8,2,300,298,1.007,2,0.01333,1.683,2
linf_box_d3000,3000,300,selectivity,8,4,300,300,1.0,1,0.0,1.697,3
linf_box_d3000,3000,300,strided,8,1,300,172,1.744,5,0.7,1.0,1
linf_box_d3000,3000,300,strided,8,2,300,299,1.003,2,0.006667,1.7,2
linf_box_d3000,3000,300,strided,8,4,300,300,1.0,1,0.0,1.707,3
linf_box_d3000,3000,300,first_k,16,1,300,299,1.003,2,0.006667,1.0,1
linf_box_d3000,3000,300,first_k,16,2,300,300,1.0,1,0.0,1.007,2
linf_box_d3000,3000,300,first_k,16,4,300,300,1.0,1,0.0,1.007,2
linf_box_d3000,3000,300,random,16,1,300,299,1.003,2,0.006667,1.0,1
linf_box_d3000,3000,300,random,16,2,300,300,1.0,1,0.0,1.007,2
linf_box_d3000,3000,300,random,16,4,300,300,1.0,1,0.0,1.007,2
linf_box_d3000,3000,300,selectivity,16,1,300,298,1.007,2,0.01333,1.0,1
linf_box_d3000,3000,300,selectivity,16,2,300,300,1.0,1,0.0,1.013,2
linf_box_d3000,3000,300,selectivity,16,4,300,300,1.0,1,0.0,1.013,2
linf_box_d3000,3000,300,strided,16,1,300,297,1.01,2,0.02,1.0,1
linf_box_d3000,3000,300,strided,16,2,300,300,1.0,1,0.0,1.02,2
linf_box_d3000,3000,300,strided,16,4,300,300,1.0,1,0.0,1.02,2
linf_box_d3000,3000,389,first_k,4,1,389,16,24.312,35,1.0,1.0,1
linf_box_d3000,3000,389,first_k,4,2,389,195,1.995,6,0.7661,2.0,2
linf_box_d3000,3000,389,first_k,4,4,389,387,1.005,2,0.01028,2.833,4
linf_box_d3000,3000,389,random,4,1,389,16,24.312,39,1.0,1.0,1
linf_box_d3000,3000,389,random,4,2,389,192,2.026,6,0.8098,2.0,2
linf_box_d3000,3000,389,random,4,4,389,388,1.003,2,0.005141,2.936,4
linf_box_d3000,3000,389,selectivity,4,1,389,16,24.312,31,1.0,1.0,1
linf_box_d3000,3000,389,selectivity,4,2,389,203,1.916,6,0.7635,2.0,2
linf_box_d3000,3000,389,selectivity,4,4,389,387,1.005,2,0.01028,2.859,4
linf_box_d3000,3000,389,strided,4,1,389,16,24.312,35,1.0,1.0,1
linf_box_d3000,3000,389,strided,4,2,389,192,2.026,6,0.7943,2.0,2
linf_box_d3000,3000,389,strided,4,4,389,388,1.003,2,0.005141,2.9,4
linf_box_d3000,3000,389,first_k,8,1,389,195,1.995,6,0.7661,1.0,1
linf_box_d3000,3000,389,first_k,8,2,389,387,1.005,2,0.01028,1.766,2
linf_box_d3000,3000,389,first_k,8,4,389,389,1.0,1,0.0,1.776,3
linf_box_d3000,3000,389,random,8,1,389,192,2.026,6,0.8098,1.0,1
linf_box_d3000,3000,389,random,8,2,389,388,1.003,2,0.005141,1.81,2
linf_box_d3000,3000,389,random,8,4,389,389,1.0,1,0.0,1.815,3
linf_box_d3000,3000,389,selectivity,8,1,389,203,1.916,6,0.7635,1.0,1
linf_box_d3000,3000,389,selectivity,8,2,389,387,1.005,2,0.01028,1.763,2
linf_box_d3000,3000,389,selectivity,8,4,389,389,1.0,1,0.0,1.774,3
linf_box_d3000,3000,389,strided,8,1,389,197,1.975,5,0.7892,1.0,1
linf_box_d3000,3000,389,strided,8,2,389,384,1.013,2,0.02571,1.789,2
linf_box_d3000,3000,389,strided,8,4,389,389,1.0,1,0.0,1.815,3
linf_box_d3000,3000,389,first_k,16,1,389,387,1.005,2,0.01028,1.0,1
linf_box_d3000,3000,389,first_k,16,2,389,389,1.0,1,0.0,1.01,2
linf_box_d3000,3000,389,first_k,16,4,389,389,1.0,1,0.0,1.01,2
linf_box_d3000,3000,389,random,16,1,389,388,1.003,2,0.005141,1.0,1
linf_box_d3000,3000,389,random,16,2,389,389,1.0,1,0.0,1.005,2
linf_box_d3000,3000,389,random,16,4,389,389,1.0,1,0.0,1.005,2
linf_box_d3000,3000,389,selectivity,16,1,389,387,1.005,2,0.01028,1.0,1
linf_box_d3000,3000,389,selectivity,16,2,389,389,1.0,1,0.0,1.01,2
linf_box_d3000,3000,389,selectivity,16,4,389,389,1.0,1,0.0,1.01,2
linf_box_d3000,3000,389,strided,16,1,389,386,1.008,2,0.01542,1.0,1
linf_box_d3000,3000,389,strided,16,2,389,389,1.0,1,0.0,1.015,2
linf_box_d3000,3000,389,strided,16,4,389,389,1.0,1,0.0,1.015,2
generic_d3000,3000,50,first_k,4,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,first_k,4,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,first_k,4,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,random,4,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,random,4,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,random,4,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,selectivity,4,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,selectivity,4,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,selectivity,4,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,strided,4,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,strided,4,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,strided,4,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,first_k,8,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,first_k,8,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,first_k,8,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,random,8,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,random,8,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,random,8,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,selectivity,8,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,selectivity,8,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,selectivity,8,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,strided,8,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,strided,8,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,strided,8,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,first_k,16,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,first_k,16,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,first_k,16,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,random,16,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,random,16,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,random,16,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,selectivity,16,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,selectivity,16,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,selectivity,16,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,strided,16,1,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,strided,16,2,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,50,strided,16,4,50,50,1.0,1,0.0,1.0,1
generic_d3000,3000,100,first_k,4,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,first_k,4,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,first_k,4,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,random,4,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,random,4,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,random,4,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,selectivity,4,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,selectivity,4,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,selectivity,4,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,strided,4,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,strided,4,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,strided,4,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,first_k,8,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,first_k,8,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,first_k,8,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,random,8,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,random,8,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,random,8,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,selectivity,8,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,selectivity,8,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,selectivity,8,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,strided,8,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,strided,8,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,strided,8,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,first_k,16,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,first_k,16,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,first_k,16,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,random,16,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,random,16,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,random,16,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,selectivity,16,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,selectivity,16,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,selectivity,16,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,strided,16,1,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,strided,16,2,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,100,strided,16,4,100,100,1.0,1,0.0,1.0,1
generic_d3000,3000,158,first_k,4,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,first_k,4,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,first_k,4,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,random,4,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,random,4,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,random,4,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,selectivity,4,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,selectivity,4,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,selectivity,4,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,strided,4,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,strided,4,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,strided,4,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,first_k,8,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,first_k,8,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,first_k,8,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,random,8,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,random,8,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,random,8,4,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,selectivity,8,1,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,selectivity,8,2,158,158,1.0,1,0.0,1.0,1
generic_d3000,3000,158,selectivity,8,4,158,158,1.0,1,0.0,1.0,1
